page,project,url,wikilink
التسلسل الزمني جائحة فيروس كورونا 2019–20 في فبراير 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AA%D8%B3%D9%84%D8%B3%D9%84_%D8%A7%D9%84%D8%B2%D9%85%D9%86%D9%8A_%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_2019%E2%80%9320_%D9%81%D9%8A_%D9%81%D8%A8%D8%B1%D8%A7%D9%8A%D8%B1_2020,[[ar:التسلسل الزمني جائحة فيروس كورونا 2019–20 في فبراير 2020
Průběh pandemie covidu-19 (únor 2020),cs.wikipedia,https://cs.wikipedia.org/wiki/Pr%C5%AFb%C4%9Bh_pandemie_covidu-19_(%C3%BAnor_2020),[[cs:Průběh pandemie covidu-19 (únor 2020)
Timeline of the COVID-19 pandemic in February 2020,en.wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_COVID-19_pandemic_in_February_2020,[[en:Timeline of the COVID-19 pandemic in February 2020
Kronologi pandemi koronavirus Februari 2020,id.wikipedia,https://id.wikipedia.org/wiki/Kronologi_pandemi_koronavirus_Februari_2020,[[id:Kronologi pandemi koronavirus Februari 2020
Cronologia da pandemia de COVID-19 em fevereiro de 2020,pt.wikipedia,https://pt.wikipedia.org/wiki/Cronologia_da_pandemia_de_COVID-19_em_fevereiro_de_2020,[[pt:Cronologia da pandemia de COVID-19 em fevereiro de 2020
Dòng thời gian của đại dịch COVID-19 vào tháng 2 năm 2020,vi.wikipedia,https://vi.wikipedia.org/wiki/D%C3%B2ng_th%E1%BB%9Di_gian_c%E1%BB%A7a_%C4%91%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_v%C3%A0o_th%C3%A1ng_2_n%C4%83m_2020,[[vi:Dòng thời gian của đại dịch COVID-19 vào tháng 2 năm 2020
جائحة فيروس كورونا في المغرب 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8_2020,[[ar:جائحة فيروس كورونا في المغرب 2020
COVID-19-Pandemie in Marokko,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Marokko,[[de:COVID-19-Pandemie in Marokko
COVID-19 pandemic in Morocco,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Morocco,[[en:COVID-19 pandemic in Morocco
Pandemia de enfermedad por coronavirus de 2020 en Marruecos,es.wikipedia,https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Marruecos,[[es:Pandemia de enfermedad por coronavirus de 2020 en Marruecos
Pandémie de Covid-19 au Maroc,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_au_Maroc,[[fr:Pandémie de Covid-19 au Maroc
התפרצות נגיף הקורונה במרוקו,he.wikipedia,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%A4%D7%A8%D7%A6%D7%95%D7%AA_%D7%A0%D7%92%D7%99%D7%A3_%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94_%D7%91%D7%9E%D7%A8%D7%95%D7%A7%D7%95,[[he:התפרצות נגיף הקורונה במרוקו
Pandemi koronavirus di Maroko,id.wikipedia,https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Maroko,[[id:Pandemi koronavirus di Maroko
Pandemia di COVID-19 del 2020 in Marocco,it.wikipedia,https://it.wikipedia.org/wiki/Pandemia_di_COVID-19_del_2020_in_Marocco,[[it:Pandemia di COVID-19 del 2020 in Marocco
모로코의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EB%AA%A8%EB%A1%9C%EC%BD%94%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:모로코의 코로나바이러스감염증-19 범유행
Pandemik COVID-19 di Maghribi,ms.wikipedia,https://ms.wikipedia.org/wiki/Pandemik_COVID-19_di_Maghribi,[[ms:Pandemik COVID-19 di Maghribi
Pandemia de COVID-19 em Marrocos,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_em_Marrocos,[[pt:Pandemia de COVID-19 em Marrocos
Marokashda COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Marokashda_COVID-19_pandemiyasi,[[uz:Marokashda COVID-19 pandemiyasi
2019冠狀病毒病摩洛哥疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E6%91%A9%E6%B4%9B%E5%93%A5%E7%96%AB%E6%83%85,[[zh:2019冠狀病毒病摩洛哥疫情
Распаўсюджванне COVID-19 у В’етнаме,be.wikipedia,https://be.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D0%B0%D1%9E%D1%81%D1%8E%D0%B4%D0%B6%D0%B2%D0%B0%D0%BD%D0%BD%D0%B5_COVID-19_%D1%83_%D0%92%E2%80%99%D0%B5%D1%82%D0%BD%D0%B0%D0%BC%D0%B5,[[be:Распаўсюджванне COVID-19 у В’етнаме
২০২০ ভিয়েতনামে করোনাভাইরাসের বৈশ্বিক মহামারী,bn.wikipedia,https://bn.wikipedia.org/wiki/%E0%A7%A8%E0%A7%A6%E0%A7%A8%E0%A7%A6_%E0%A6%AD%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%A4%E0%A6%A8%E0%A6%BE%E0%A6%AE%E0%A7%87_%E0%A6%95%E0%A6%B0%E0%A7%8B%E0%A6%A8%E0%A6%BE%E0%A6%AD%E0%A6%BE%E0%A6%87%E0%A6%B0%E0%A6%BE%E0%A6%B8%E0%A7%87%E0%A6%B0_%E0%A6%AC%E0%A7%88%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%BF%E0%A6%95_%E0%A6%AE%E0%A6%B9%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%80,[[bn:২০২০ ভিয়েতনামে করোনাভাইরাসের বৈশ্বিক মহামারী
COVID-19-Pandemie in Vietnam,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Vietnam,[[de:COVID-19-Pandemie in Vietnam
COVID-19 pandemic in Vietnam,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Vietnam,[[en:COVID-19 pandemic in Vietnam
Pandemia de enfermedad por coronavirus de 2020 en Vietnam,es.wikipedia,https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Vietnam,[[es:Pandemia de enfermedad por coronavirus de 2020 en Vietnam
Pandémie de Covid-19 au Viêt Nam,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_au_Vi%C3%AAt_Nam,[[fr:Pandémie de Covid-19 au Viêt Nam
התפרצות נגיף הקורונה בווייטנאם,he.wikipedia,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%A4%D7%A8%D7%A6%D7%95%D7%AA_%D7%A0%D7%92%D7%99%D7%A3_%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94_%D7%91%D7%95%D7%95%D7%99%D7%99%D7%98%D7%A0%D7%90%D7%9D,[[he:התפרצות נגיף הקורונה בווייטנאם
Pandemi koronavirus di Vietnam,id.wikipedia,https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Vietnam,[[id:Pandemi koronavirus di Vietnam
ベトナムにおける2019年コロナウイルス感染症の流行状況,ja.wikipedia,https://ja.wikipedia.org/wiki/%E3%83%99%E3%83%88%E3%83%8A%E3%83%A0%E3%81%AB%E3%81%8A%E3%81%91%E3%82%8B2019%E5%B9%B4%E3%82%B3%E3%83%AD%E3%83%8A%E3%82%A6%E3%82%A4%E3%83%AB%E3%82%B9%E6%84%9F%E6%9F%93%E7%97%87%E3%81%AE%E6%B5%81%E8%A1%8C%E7%8A%B6%E6%B3%81,[[ja:ベトナムにおける2019年コロナウイルス感染症の流行状況
베트남의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EB%B2%A0%ED%8A%B8%EB%82%A8%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:베트남의 코로나바이러스감염증-19 범유행
Pandemik COVID-19 di Vietnam,ms.wikipedia,https://ms.wikipedia.org/wiki/Pandemik_COVID-19_di_Vietnam,[[ms:Pandemik COVID-19 di Vietnam
ਵੀਅਤਨਾਮ ਵਿੱਚ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ 2020,pa.wikipedia,https://pa.wikipedia.org/wiki/%E0%A8%B5%E0%A9%80%E0%A8%85%E0%A8%A4%E0%A8%A8%E0%A8%BE%E0%A8%AE_%E0%A8%B5%E0%A8%BF%E0%A9%B1%E0%A8%9A_%E0%A8%95%E0%A9%8B%E0%A8%B0%E0%A9%8B%E0%A8%A8%E0%A8%BE%E0%A8%B5%E0%A8%BE%E0%A8%87%E0%A8%B0%E0%A8%B8_%E0%A8%AE%E0%A8%B9%E0%A8%BE%E0%A8%AE%E0%A8%BE%E0%A8%B0%E0%A9%80_2020,[[pa:ਵੀਅਤਨਾਮ ਵਿੱਚ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ 2020
Распространение COVID-19 во Вьетнаме,ru.wikipedia,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2%D0%BE_%D0%92%D1%8C%D0%B5%D1%82%D0%BD%D0%B0%D0%BC%D0%B5,[[ru:Распространение COVID-19 во Вьетнаме
Коронавірусна хвороба 2019 у В'єтнамі,uk.wikipedia,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B0_2019_%D1%83_%D0%92%27%D1%94%D1%82%D0%BD%D0%B0%D0%BC%D1%96,[[uk:Коронавірусна хвороба 2019 у В'єтнамі
Vyetnamda COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Vyetnamda_COVID-19_pandemiyasi,[[uz:Vyetnamda COVID-19 pandemiyasi
Đại dịch COVID-19 tại Việt Nam,vi.wikipedia,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Vi%E1%BB%87t_Nam,[[vi:Đại dịch COVID-19 tại Việt Nam
2019冠状病毒病越南疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E8%B6%8A%E5%8D%97%E7%96%AB%E6%83%85,[[zh:2019冠状病毒病越南疫情
تصنيف:جائحة فيروس كورونا في الصين,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AA%D8%B5%D9%86%D9%8A%D9%81:%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D8%B5%D9%8A%D9%86,[[ar:تصنيف:جائحة فيروس كورونا في الصين
Kategorie:COVID-19-Pandemie in der Volksrepublik China,de.wikipedia,https://de.wikipedia.org/wiki/Kategorie:COVID-19-Pandemie_in_der_Volksrepublik_China,[[de:Kategorie:COVID-19-Pandemie in der Volksrepublik China
Category:COVID-19 pandemic in China,en.wikipedia,https://en.wikipedia.org/wiki/Category:COVID-19_pandemic_in_China,[[en:Category:COVID-19 pandemic in China
Categoría:Pandemia de enfermedad por coronavirus de 2019-2020 en la República Popular China,es.wikipedia,https://es.wikipedia.org/wiki/Categor%C3%ADa:Pandemia_de_enfermedad_por_coronavirus_de_2019-2020_en_la_Rep%C3%BAblica_Popular_China,[[es:Categoría:Pandemia de enfermedad por coronavirus de 2019-2020 en la República Popular China
رده:دنیاگیری کروناویروس در چین,fa.wikipedia,https://fa.wikipedia.org/wiki/%D8%B1%D8%AF%D9%87:%D8%AF%D9%86%DB%8C%D8%A7%DA%AF%DB%8C%D8%B1%DB%8C_%DA%A9%D8%B1%D9%88%D9%86%D8%A7%D9%88%DB%8C%D8%B1%D9%88%D8%B3_%D8%AF%D8%B1_%DA%86%DB%8C%D9%86,[[fa:رده:دنیاگیری کروناویروس در چین
Catégorie:Pandémie de Covid-19 en Chine,fr.wikipedia,https://fr.wikipedia.org/wiki/Cat%C3%A9gorie:Pand%C3%A9mie_de_Covid-19_en_Chine,[[fr:Catégorie:Pandémie de Covid-19 en Chine
Categoria:Pandemia de COVID-19 na China,pt.wikipedia,https://pt.wikipedia.org/wiki/Categoria:Pandemia_de_COVID-19_na_China,[[pt:Categoria:Pandemia de COVID-19 na China
Категория:Пандемия COVID-19 в Китае,ru.wikipedia,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%9F%D0%B0%D0%BD%D0%B4%D0%B5%D0%BC%D0%B8%D1%8F_COVID-19_%D0%B2_%D0%9A%D0%B8%D1%82%D0%B0%D0%B5,[[ru:Категория:Пандемия COVID-19 в Китае
زمرہ:چین میں کورونا وائرس کی وبا، 2019ء - 2020ء,ur.wikipedia,https://ur.wikipedia.org/wiki/%D8%B2%D9%85%D8%B1%DB%81:%DA%86%DB%8C%D9%86_%D9%85%DB%8C%DA%BA_%DA%A9%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%88%D8%A7%D8%A6%D8%B1%D8%B3_%DA%A9%DB%8C_%D9%88%D8%A8%D8%A7%D8%8C_2019%D8%A1_-_2020%D8%A1,[[ur:زمرہ:چین میں کورونا وائرس کی وبا، 2019ء - 2020ء
Category:武漢肺炎中華人民共和國疫情,zh-yue.wikipedia,https://zh-yue.wikipedia.org/wiki/Category:%E6%AD%A6%E6%BC%A2%E8%82%BA%E7%82%8E%E4%B8%AD%E8%8F%AF%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9C%8B%E7%96%AB%E6%83%85,[[zh-yue:Category:武漢肺炎中華人民共和國疫情
Category:2019冠状病毒病中国疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/Category:2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E4%B8%AD%E5%9B%BD%E7%96%AB%E6%83%85,[[zh:Category:2019冠状病毒病中国疫情
Stopp Corona,de.wikipedia,https://de.wikipedia.org/wiki/Stopp_Corona,[[de:Stopp Corona
جائحة فيروس كورونا في أكروتيري ودكليا 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A3%D9%83%D8%B1%D9%88%D8%AA%D9%8A%D8%B1%D9%8A_%D9%88%D8%AF%D9%83%D9%84%D9%8A%D8%A7_2020,[[ar:جائحة فيروس كورونا في أكروتيري ودكليا 2020
Akrotiri və Dekeliyada koronavirus pandemiyası 2020,az.wikipedia,https://az.wikipedia.org/wiki/Akrotiri_v%C9%99_Dekeliyada_koronavirus_pandemiyas%C4%B1_2020,[[az:Akrotiri və Dekeliyada koronavirus pandemiyası 2020
COVID-19 pandemic in Akrotiri and Dhekelia,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Akrotiri_and_Dhekelia,[[en:COVID-19 pandemic in Akrotiri and Dhekelia
Pandemia de enfermedad por coronavirus de 2020 en Acrotiri y Dhekelia,es.wikipedia,https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Acrotiri_y_Dhekelia,[[es:Pandemia de enfermedad por coronavirus de 2020 en Acrotiri y Dhekelia
아크로티리 데켈리아의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EC%95%84%ED%81%AC%EB%A1%9C%ED%8B%B0%EB%A6%AC_%EB%8D%B0%EC%BC%88%EB%A6%AC%EC%95%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:아크로티리 데켈리아의 코로나바이러스감염증-19 범유행
Pandemik COVID-19 di Akrotiri dan Dhekelia,ms.wikipedia,https://ms.wikipedia.org/wiki/Pandemik_COVID-19_di_Akrotiri_dan_Dhekelia,[[ms:Pandemik COVID-19 di Akrotiri dan Dhekelia
Pandemia de COVID-19 em Acrotíri e Deceleia,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_em_Acrot%C3%ADri_e_Deceleia,[[pt:Pandemia de COVID-19 em Acrotíri e Deceleia
جائحة فيروس كورونا في الكاميرون 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%8A%D8%B1%D9%88%D9%86_2020,[[ar:جائحة فيروس كورونا في الكاميرون 2020
COVID-19-Pandemie in Kamerun,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Kamerun,[[de:COVID-19-Pandemie in Kamerun
COVID-19 pandemic in Cameroon,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Cameroon,[[en:COVID-19 pandemic in Cameroon
Pandémie de Covid-19 au Cameroun,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_au_Cameroun,[[fr:Pandémie de Covid-19 au Cameroun
התפרצות נגיף הקורונה בקמרון,he.wikipedia,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%A4%D7%A8%D7%A6%D7%95%D7%AA_%D7%A0%D7%92%D7%99%D7%A3_%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94_%D7%91%D7%A7%D7%9E%D7%A8%D7%95%D7%9F,[[he:התפרצות נגיף הקורונה בקמרון
Pandemi maladi kowonaviris an 2020 nan Kamewoun,ht.wikipedia,https://ht.wikipedia.org/wiki/Pandemi_maladi_kowonaviris_an_2020_nan_Kamewoun,[[ht:Pandemi maladi kowonaviris an 2020 nan Kamewoun
카메룬의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EC%B9%B4%EB%A9%94%EB%A3%AC%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:카메룬의 코로나바이러스감염증-19 범유행
ਕੈਮਰੂਨ ਵਿੱਚ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ 2020,pa.wikipedia,https://pa.wikipedia.org/wiki/%E0%A8%95%E0%A9%88%E0%A8%AE%E0%A8%B0%E0%A9%82%E0%A8%A8_%E0%A8%B5%E0%A8%BF%E0%A9%B1%E0%A8%9A_%E0%A8%95%E0%A9%8B%E0%A8%B0%E0%A9%8B%E0%A8%A8%E0%A8%BE%E0%A8%B5%E0%A8%BE%E0%A8%87%E0%A8%B0%E0%A8%B8_%E0%A8%AE%E0%A8%B9%E0%A8%BE%E0%A8%AE%E0%A8%BE%E0%A8%B0%E0%A9%80_2020,[[pa:ਕੈਮਰੂਨ ਵਿੱਚ ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਮਾਰੀ 2020
Pandemia de COVID-19 nos Camarões,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_nos_Camar%C3%B5es,[[pt:Pandemia de COVID-19 nos Camarões
Kamerun'da COVID-19 pandemisi,tr.wikipedia,https://tr.wikipedia.org/wiki/Kamerun%27da_COVID-19_pandemisi,[[tr:Kamerun'da COVID-19 pandemisi
Коронавірусна хвороба 2019 у Камеруні,uk.wikipedia,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B0_2019_%D1%83_%D0%9A%D0%B0%D0%BC%D0%B5%D1%80%D1%83%D0%BD%D1%96,[[uk:Коронавірусна хвороба 2019 у Камеруні
Kamerunda COVID-19 pandemiyasi,uz.wikipedia,https://uz.wikipedia.org/wiki/Kamerunda_COVID-19_pandemiyasi,[[uz:Kamerunda COVID-19 pandemiyasi
Đại dịch COVID-19 tại Cameroon,vi.wikipedia,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Cameroon,[[vi:Đại dịch COVID-19 tại Cameroon
2019冠狀病毒病喀麥隆疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E5%96%80%E9%BA%A5%E9%9A%86%E7%96%AB%E6%83%85,[[zh:2019冠狀病毒病喀麥隆疫情
جائحة فيروس كورونا في إسواتيني 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A5%D8%B3%D9%88%D8%A7%D8%AA%D9%8A%D9%86%D9%8A_2020,[[ar:جائحة فيروس كورونا في إسواتيني 2020
Esvatinidə koronavirus pandemiyası 2020,az.wikipedia,https://az.wikipedia.org/wiki/Esvatinid%C9%99_koronavirus_pandemiyas%C4%B1_2020,[[az:Esvatinidə koronavirus pandemiyası 2020
COVID-19-Pandemie in Swasiland,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Swasiland,[[de:COVID-19-Pandemie in Swasiland
COVID-19 pandemic in Eswatini,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Eswatini,[[en:COVID-19 pandemic in Eswatini
Pandémie de Covid-19 en Eswatini,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_en_Eswatini,[[fr:Pandémie de Covid-19 en Eswatini
התפרצות נגיף הקורונה באסוואטיני,he.wikipedia,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%A4%D7%A8%D7%A6%D7%95%D7%AA_%D7%A0%D7%92%D7%99%D7%A3_%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94_%D7%91%D7%90%D7%A1%D7%95%D7%95%D7%90%D7%98%D7%99%D7%A0%D7%99,[[he:התפרצות נגיף הקורונה באסוואטיני
에스와티니의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EC%97%90%EC%8A%A4%EC%99%80%ED%8B%B0%EB%8B%88%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:에스와티니의 코로나바이러스감염증-19 범유행
Pandemia de COVID-19 em Essuatíni,pt.wikipedia,https://pt.wikipedia.org/wiki/Pandemia_de_COVID-19_em_Essuat%C3%ADni,[[pt:Pandemia de COVID-19 em Essuatíni
การระบาดทั่วของไวรัสโคโรนาในประเทศเอสวาตีนี พ.ศ. 2563,th.wikipedia,https://th.wikipedia.org/wiki/%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%94%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B9%84%E0%B8%A7%E0%B8%A3%E0%B8%B1%E0%B8%AA%E0%B9%82%E0%B8%84%E0%B9%82%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B9%83%E0%B8%99%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B8%A7%E0%B8%B2%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B8%B5_%E0%B8%9E.%E0%B8%A8._2563,[[th:การระบาดทั่วของไวรัสโคโรนาในประเทศเอสวาตีนี พ.ศ. 2563
Esvatini'de COVID-19 pandemisi,tr.wikipedia,https://tr.wikipedia.org/wiki/Esvatini%27de_COVID-19_pandemisi,[[tr:Esvatini'de COVID-19 pandemisi
Коронавірусна хвороба 2019 в Есватіні,uk.wikipedia,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B0_2019_%D0%B2_%D0%95%D1%81%D0%B2%D0%B0%D1%82%D1%96%D0%BD%D1%96,[[uk:Коронавірусна хвороба 2019 в Есватіні
Đại dịch COVID-19 tại Eswatini,vi.wikipedia,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Eswatini,[[vi:Đại dịch COVID-19 tại Eswatini
2019冠状病毒病斯威士兰疫情,zh.wikipedia,https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E6%96%AF%E5%A8%81%E5%A3%AB%E5%85%B0%E7%96%AB%E6%83%85,[[zh:2019冠状病毒病斯威士兰疫情
أثر جائحة كورونا 2019-20 على ألعاب الفيديو,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%A3%D8%AB%D8%B1_%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_2019-20_%D8%B9%D9%84%D9%89_%D8%A3%D9%84%D8%B9%D8%A7%D8%A8_%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88,[[ar:أثر جائحة كورونا 2019-20 على ألعاب الفيديو
Impact of the COVID-19 pandemic on the video game industry,en.wikipedia,https://en.wikipedia.org/wiki/Impact_of_the_COVID-19_pandemic_on_the_video_game_industry,[[en:Impact of the COVID-19 pandemic on the video game industry
